eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,2222,200746,703,202083,101109,202718,2449,2223,2755,200768
30,1,2222,200746,703,202083,101109,201978,2449,2223,2755,200768
68,1,2222,200746,703,202083,101109,201978,202335,2223,2755,200768
69,1,2222,200746,201587,202083,101109,201978,202335,2223,2755,200768
80,1,2222,200746,201587,2037,101109,201978,202335,2223,2755,200768
81,1,2222,200746,201587,2037,101109,201978,202335,2223,201609,200768
88,1,200783,200746,201587,2037,101109,201978,202335,2223,201609,200768
89,1,200783,200746,201587,2037,101109,201978,202335,201941,201609,200768
103,1,200783,200746,201587,2037,202701,201978,202335,201941,201609,200768
111,1,200783,200746,201587,2037,202701,201978,202335,201941,201609,2755
122,2,703,201587,2037,200783,202701,2449,2755,201978,202335,201609
141,2,703,201587,2037,200783,202083,2449,2755,201978,202335,201609
152,2,703,201587,2037,200783,202083,2449,2755,201978,202335,200768
160,2,703,201587,2037,200783,202083,2449,2755,201978,2223,200768
173,2,703,201587,2037,200746,202083,2449,2755,201978,2223,200768
182,2,703,201587,101109,200746,202083,2449,2755,201978,2223,200768
188,2,703,201587,101109,200746,202083,2449,2755,201978,201941,200768
196,2,703,201587,101109,200746,202083,2449,2755,202718,201941,200768
211,2,2222,201587,101109,200746,202083,2449,2755,201978,201941,200768
260,2,2222,201587,101109,200746,202083,202335,2755,201978,201941,200768
267,2,2222,201587,101109,200746,202083,202335,2755,201978,201941,201609
279,2,2222,201587,2037,200746,202083,202335,2755,201978,201941,201609
291,3,2222,200746,703,202083,101109,202718,2449,2223,2755,200768
303,3,2222,200746,703,202083,101109,202718,202335,2223,2755,200768
307,3,2222,200746,703,202083,101109,202718,202335,201941,2755,200768
331,3,2222,200746,201587,202083,101109,202718,202335,201941,2755,200768
344,3,2222,200746,201587,202083,2037,202718,202335,201941,2755,200768
372,3,200783,200746,201587,202083,2037,202718,202335,201941,2755,200768
398,3,200783,200746,201587,202083,2037,201978,202335,201941,2755,200768
421,3,200783,703,201587,202083,2037,201978,202335,201941,2755,200768
436,4,703,202083,201587,2037,200783,202718,2755,200768,201978,202335
440,4,703,101109,201587,2037,200783,202718,2755,200768,201978,202335
454,4,200746,101109,201587,2037,200783,202718,2755,200768,201978,202335
461,4,200746,101109,201587,2037,200783,2449,2755,200768,201978,202335
462,4,200746,101109,201587,2037,200783,2449,2755,200768,201978,2223
480,4,200746,101109,201587,2037,2222,2449,2755,200768,201978,2223
537,4,200746,101109,201587,202083,2222,2449,2755,200768,201978,2223
559,4,200746,101109,201587,202083,2222,202718,2755,200768,201978,2223
560,4,200746,101109,201587,2037,2222,202718,2755,200768,201978,2223
567,4,200746,101109,201587,2037,2222,202718,2755,200768,201978,2449
572,5,2222,200746,101109,201587,2037,2449,2223,2755,200768,201978
607,5,2222,200746,101109,201587,202083,2449,2223,2755,200768,201978
614,5,2222,200746,101109,201587,202083,202718,2223,2755,200768,201978
615,5,2222,200746,101109,201587,2037,202718,2223,2755,200768,201978
647,5,2037,200746,101109,201587,202083,202718,2223,2755,200768,201978
657,5,2037,200746,101109,201587,202083,2449,2223,2755,200768,201978
658,5,2037,200746,101109,201587,202083,2449,201941,2755,200768,201978
