eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
0,1,201936,201574,202326,201977,202738,2419,101131,202328,201155,202688,NA
87,1,201936,201574,202326,201977,202738,2419,101131,202328,201155,2732,NA
88,1,201936,201574,202326,201977,202738,2419,201973,202328,201155,2732,NA
104,1,201936,201574,202326,201977,202738,2863,201973,202328,201155,2732,NA
105,1,201936,201581,202326,201977,202738,2863,201973,202328,201155,2732,NA
122,1,201936,201581,202326,201977,202738,2863,201973,1112,201155,2732,NA
130,1,2422,201581,202326,201977,202738,2863,201973,1112,201155,2732,NA
131,1,2422,201581,101236,201977,202738,2863,201973,1112,201155,2732,NA
145,2,201977,202738,201581,2422,101236,201155,2732,201973,2863,1112,NA
155,2,201977,202690,201581,2422,101236,201155,2732,201973,2863,1112,NA
158,2,201977,202690,201581,2422,101236,202688,2732,201973,2863,1112,NA
183,2,201977,202690,201574,2422,101236,202688,2732,201973,2863,1112,NA
184,2,201977,202690,201574,2422,101236,202688,2732,101131,2863,1112,NA
185,2,201977,202690,201574,2422,101236,202688,2732,101131,2419,1112,NA
195,2,201977,202690,201574,2422,101236,202688,201155,101131,2419,1112,NA
201,2,201977,202690,201574,2422,101236,202688,201155,101131,2419,202328,NA
208,2,201936,202690,201574,2422,101236,202688,201155,101131,2419,202328,NA
218,2,201936,202690,201574,2422,202326,202688,201155,101131,2419,202328,NA
245,2,201936,201977,201574,2422,202326,202688,201155,101131,2419,202328,NA
247,2,201936,201977,201574,2422,202326,202688,201155,201973,2419,202328,NA
248,2,201936,201977,201574,2422,2566,202688,201155,201973,2419,202328,NA
254,2,201936,201977,101236,2422,2566,202688,201155,201973,2419,202328,NA
262,3,201936,201574,202326,201977,202738,2419,101131,202328,201155,202688,NA
320,3,201936,201574,202326,201977,202738,2419,201973,202328,201155,202688,NA
321,3,201936,201574,202326,201977,202738,2419,201973,202328,201155,2732,NA
323,3,201936,201574,101236,201977,202738,2419,201973,202328,201155,2732,NA
339,3,201936,201574,101236,201977,202738,2419,201973,1112,201155,2732,NA
340,3,201936,201574,101236,201977,202690,2419,201973,1112,201155,2732,NA
356,3,201936,2566,101236,201977,202690,2419,201973,1112,201155,2732,NA
370,4,201936,201977,202738,101236,202690,201155,202688,2732,201973,1112,2566
392,4,201936,2422,202738,101236,202690,201155,202688,2732,201973,1112,2566
410,4,201936,2422,202738,101236,202690,2419,202688,2732,201973,1112,2566
444,4,201936,2422,202738,101236,202690,2419,202688,2732,202328,1112,2566
462,4,201936,2422,202738,101236,202690,2419,202688,201155,202328,1112,2566
463,4,201936,2422,202738,101236,201977,2419,202688,201155,202328,1112,2566
468,4,201936,2422,202738,201574,201977,2419,202688,201155,202328,1112,2566
492,4,201936,2422,202738,201574,201977,2419,202688,201155,202328,201973,2566
501,4,201936,2422,202738,201574,201977,2419,202688,201155,2863,1112,2566
502,4,201936,2422,202738,201977,201977,2419,202688,201155,2863,1112,2566
503,4,201936,2422,202690,201977,201977,2419,202688,201155,2863,1112,2566
518,4,201936,2422,202690,202738,202738,2419,202688,201155,2863,1112,2566
