eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
0,1,203109,101161,203482,202323,202738,2207,201152,201572,202711,203499,NA
62,1,203109,101161,203482,202323,202738,2207,201152,201572,202711,202388,NA
63,1,203109,101161,203482,202323,202738,2207,201152,201572,201961,202388,NA
64,1,203109,101161,203482,203935,202738,2207,201152,201572,201961,202388,NA
68,1,203109,101161,203096,203935,202738,2207,201152,201572,201961,202388,NA
78,1,203109,101161,203096,203935,203923,2207,201152,201572,201961,202388,NA
84,1,203109,101161,203096,203935,203923,202711,201152,201572,201961,202388,NA
99,1,203109,101161,203096,203935,203923,202711,201152,203186,201961,202388,NA
102,1,203109,101161,203096,203935,203923,202711,201572,203186,201961,202388,NA
103,1,203109,203092,203096,203935,203923,202711,201572,203186,201961,202388,NA
105,1,202323,203092,203096,203935,203923,202711,201572,203186,201961,202388,NA
118,2,101161,202323,203935,203096,203923,202711,202388,201961,203186,200745,203092
143,2,101161,202323,203935,203482,203923,202711,202388,201961,203186,200745,203092
154,2,101161,202323,203935,203482,203923,202711,202388,201961,201572,200745,203092
155,2,101161,202323,203935,203482,203923,202711,202388,201961,201572,2207,203092
156,2,101161,202323,203935,203482,203923,202711,203499,201961,201572,2207,203092
157,2,101161,202323,203935,203482,203923,201152,203499,201961,201572,2207,203092
169,2,101161,202323,202738,203482,203923,201152,203499,201961,201572,2207,203092
171,2,101161,202323,202738,203482,203109,201152,203499,201961,201572,2207,203092
172,2,101161,202323,202738,203482,203109,201152,203499,202711,201572,2207,203092
206,2,101161,203935,202738,203482,203109,201152,203499,202711,201572,2207,203092
221,2,101161,203935,202738,203482,203109,201152,203499,202711,203186,2207,203092
222,2,101161,203935,202738,203482,202323,201152,203499,202711,203186,2207,203092
230,2,101161,203935,202738,203482,202323,201152,203499,202711,203186,201961,203092
231,2,203109,203935,202738,203482,202323,201152,203499,202711,203186,201961,203092
235,2,203096,203935,202738,203482,202323,201152,203499,202711,203186,201961,203092
236,2,203096,203935,202738,203923,202323,201152,203499,202711,203186,201961,203092
237,2,203096,203935,101161,203923,202323,201152,203499,202711,203186,201961,203092
238,2,203096,203935,101161,203923,202323,201152,2207,202711,203186,201961,203092
239,2,203096,203935,101161,203923,202323,201152,2207,202711,200745,201961,203092
265,3,203109,101161,203482,202323,202738,2207,201152,201572,202711,203499,NA
299,3,203109,101161,203482,202323,202738,2207,201152,201572,201961,203499,NA
320,3,203109,203096,203482,202323,202738,2207,201152,201572,201961,203499,NA
332,3,203109,203096,203482,202323,202738,2207,201152,201572,201961,202388,NA
346,3,203109,203096,203482,202323,202738,2207,201152,203186,201961,202388,NA
347,3,203109,203096,203482,203935,202738,2207,201152,203186,201961,202388,NA
358,3,203109,203096,203482,203935,203923,2207,201152,203186,201961,202388,NA
366,3,203109,203096,203482,203935,203923,2207,201152,203080,201961,202388,NA
383,3,203109,203096,203482,203935,203923,202711,201152,203080,201961,202388,NA
384,3,203109,203096,201973,203935,203923,202711,201152,203080,201961,202388,NA
397,3,203109,203096,201973,202738,203923,202711,201152,203080,201961,202388,NA
398,3,203109,203096,201973,202738,203923,202711,203499,203080,201961,202388,NA
406,4,202323,203935,203096,203923,201973,201572,202711,202388,201961,203080,NA
421,4,202323,203935,203096,203092,201973,201572,202711,202388,201961,203080,NA
454,4,202323,202738,203096,203092,201973,201572,202711,202388,201961,203080,NA
455,4,202323,202738,203096,203092,201973,201572,202711,202388,201961,201152,NA
466,4,202323,202738,203109,203092,201973,201572,202711,202388,201961,201152,NA
467,4,202323,202738,203109,203092,203482,201572,202711,202388,201961,201152,NA
468,4,202323,202738,203109,203092,203482,201572,2207,202388,201961,201152,NA
480,4,202323,202738,203109,203092,203482,203080,2207,202388,201961,201152,NA
485,4,202323,202738,203109,101161,203482,203080,2207,202388,201961,201152,NA
507,4,202323,202738,203109,101161,203482,203080,2207,202388,202711,201152,NA
508,4,202323,202738,203109,101161,203482,203080,2207,203499,202711,201152,NA
509,4,202323,202738,203109,101161,203482,201572,2207,203499,202711,201152,NA
510,4,202323,202738,203109,101161,203092,201572,2207,203499,202711,201152,NA
526,4,203935,202738,203109,101161,203482,201572,2207,203499,202711,201152,NA
533,4,203935,202738,203109,101161,203092,201572,2207,203499,202711,201152,NA
571,4,203935,202738,203109,101161,201973,201572,2207,203499,202711,201152,NA
572,4,203935,202323,203109,101161,201973,201572,2207,203499,202711,201152,NA
573,4,203935,202323,203109,101161,201973,201572,2207,203499,202711,201961,NA
