eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,203490,2743,101162,203078,202322,203109,101161,203096,202340,202738
61,1,203490,2743,101162,203078,202322,203109,203482,203096,202340,202738
69,1,203490,201162,101162,203078,202322,203109,203482,203096,202340,202738
70,1,203490,201162,101162,203078,201196,203109,203482,203096,202340,202738
79,1,203490,201162,101162,203078,201196,203109,203482,203096,202323,202738
83,1,203490,201162,2403,203078,201196,203109,203482,203096,202323,202738
92,1,203490,201162,2403,203078,201196,203109,203482,201973,202323,202738
93,1,202390,201162,2403,203078,201196,203109,203482,201973,202323,202738
116,1,202390,201162,2403,202066,201196,203109,203482,201973,202323,202738
117,1,202390,201162,2403,202066,201196,101135,203482,201973,202323,202738
123,1,202390,201162,2403,202066,201196,101135,1626179,201973,202323,202738
129,1,202390,201162,2403,202066,201196,101135,1626179,203482,202323,202738
137,2,201162,201196,2403,202390,202066,203482,202323,201973,101135,1626179
147,2,201162,202322,2403,202390,202066,203482,202323,201973,101135,1626179
160,2,201162,202322,2403,202390,1626162,203482,202323,201973,101135,1626179
168,2,201162,202322,101162,202390,1626162,203482,202323,201973,101135,1626179
191,2,203078,202322,101162,202390,1626162,203482,202323,201973,101135,1626179
192,2,203078,202322,101162,2743,1626162,203482,202323,201973,101135,1626179
193,2,203078,202322,101162,2743,1626162,101161,202323,201973,101135,1626179
194,2,203078,202322,101162,2743,1626162,101161,202323,203096,101135,1626179
195,2,203078,202322,101162,2743,1626162,101161,202323,203096,202340,1626179
219,2,203078,202322,101162,2743,203490,101161,202323,203096,202340,1626179
220,2,203078,202322,101162,2743,203490,101161,202323,203096,202340,202738
221,2,203078,202322,101162,2743,203490,101161,203109,203096,202340,202738
240,2,203078,202322,101162,2743,203490,203482,203109,203096,202340,202738
249,2,203078,202322,201971,2743,203490,203482,203109,203096,202340,202738
250,2,203078,201196,201971,2743,203490,203482,203109,203096,202340,202738
269,2,203078,202322,201971,2743,203490,203482,203109,203096,202340,202323
270,2,203078,202322,201971,2743,203490,203482,203109,201973,202340,202323
275,3,203490,2743,101162,203078,202322,203109,101161,203096,202340,202738
307,3,203490,2743,101162,203078,202322,202323,101161,203096,202340,202738
333,3,203490,2743,2403,203078,202322,202323,101161,203096,202340,202738
334,3,203490,2743,2403,203078,202322,202323,101161,203482,202340,202738
362,3,203490,2743,2403,203078,201196,202323,101161,203482,202340,202738
363,3,203490,2743,2403,202390,201196,202323,101161,203482,202340,202738
364,3,203490,2743,2403,202390,201196,202323,201973,203482,202340,202738
366,3,203490,201162,2403,202390,201196,202323,201973,203482,202340,202738
383,3,203490,201162,2403,202390,201196,202323,201973,203482,202340,203109
393,3,1626162,201162,2403,202390,201196,202323,201973,203482,202340,203109
409,4,101162,203078,202322,201162,1626162,203109,203482,202323,201973,101135
418,4,101162,203078,202322,201162,1626162,203109,203482,202323,1626179,101135
451,4,101162,203078,202322,201162,202390,203109,203482,202323,1626179,101135
464,4,101162,203078,201196,201162,202390,203109,203482,202323,1626179,101135
476,4,101162,202066,201196,201162,202390,203109,203482,202323,1626179,101135
484,4,201971,202066,201196,201162,202390,203109,203482,202323,1626179,101135
488,4,201971,202066,201196,201162,202390,203109,203096,202323,1626179,101135
489,4,201971,202066,201196,201162,202390,203109,203096,202323,1626179,201973
507,4,201971,202066,201196,201162,202390,203109,1626154,202323,1626179,201973
508,4,201971,202066,201196,201162,202390,203109,1626154,203092,1626179,201973
509,4,201971,202066,201196,201162,1626162,203109,1626154,203092,1626179,201973
531,4,201971,202066,201196,201162,1626162,1626175,1626154,203092,1626179,201973
