eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,2207,201152,201572,1626178,101127,101107,203469,2744,201587,202689
60,1,2207,201152,201572,1626178,101127,101107,1626163,2744,201587,202689
69,1,2207,201152,203080,1626178,101127,101107,1626163,2744,201587,202689
90,1,2207,201152,203080,1626178,101127,203087,1626163,2744,201587,202689
93,1,2207,201152,203080,1626178,203499,203087,1626163,2744,201587,202689
108,1,2207,201152,203080,1626178,203499,203087,1626163,201150,201587,202689
109,1,2207,201152,203080,1626178,203499,203087,1626163,201150,201587,202391
115,1,2207,201152,202711,1626178,203499,203087,1626163,201150,201587,202391
116,1,201572,201152,202711,1626178,203499,203087,1626163,201150,201587,202391
117,1,201572,200745,202711,1626178,203499,203087,1626163,201150,201587,202391
134,2,201572,101127,202711,200745,201961,101107,1626163,203087,201150,202391
194,2,201572,203499,202711,200745,201961,101107,1626163,203087,201150,202391
195,2,201572,203499,2207,200745,201961,101107,1626163,203087,201150,202391
196,2,201572,203499,2207,201152,201961,101107,1626163,203087,201150,202391
197,2,201572,203499,2207,201152,201961,101107,1626163,203087,2744,202391
210,2,201572,203499,2207,201152,201961,201587,1626163,203087,2744,202391
211,2,201572,203499,2207,201152,201961,201587,1626163,202689,2744,202391
212,2,201572,203499,2207,201152,1626178,201587,1626163,202689,2744,202391
223,2,203080,203499,2207,201152,1626178,201587,1626163,202689,2744,202391
241,2,203080,203499,2207,201152,1626178,201587,1626163,203087,2744,202391
257,2,203080,203499,2207,201152,1626178,201587,1626163,101107,2744,202391
258,2,203080,203499,2207,201152,201572,201587,1626163,101107,2744,202391
259,2,201961,203499,2207,201152,201572,201587,1626163,101107,2744,202391
264,3,2207,201152,201572,1626178,101127,101107,203469,2744,201587,202689
283,3,2207,201152,201572,202711,101127,101107,203469,2744,201587,202689
359,3,2207,201152,201572,202711,101127,101107,1626163,2744,201587,202689
364,3,2207,201152,201572,202711,101127,101107,1626163,201150,201587,202689
365,3,2207,201152,201572,202711,101127,203087,1626163,201150,201587,202689
377,3,2207,201152,201572,202711,101127,203087,1626163,201150,201587,202391
378,3,200745,201152,201572,202711,101127,203087,1626163,201150,201587,202391
379,3,200745,201152,203499,202711,101127,203087,1626163,201150,201587,202391
380,3,200745,201152,203499,202711,201961,203087,1626163,201150,201587,202391
404,4,201152,1626178,203499,200745,201961,101107,201587,203087,201150,202391
412,4,2207,1626178,203499,200745,201961,101107,201587,203087,201150,202391
418,4,2207,1626178,203499,203080,201961,101107,201587,203087,201150,202391
433,4,2207,101127,203499,203080,201961,101107,201587,203087,201150,202391
441,4,2207,101127,203499,201572,201961,101107,201587,203087,201150,202391
442,4,2207,101127,203499,201572,203900,101107,201587,203087,201150,202391
461,4,2207,101127,203499,201572,203900,101107,201587,203087,2744,202391
462,4,2207,101127,203499,201572,203900,101107,201587,202689,2744,202391
491,4,2207,101127,203499,201572,201152,101107,201587,202689,2744,202391
502,4,2207,101127,1626178,201572,201152,101107,201587,202689,2744,202391
537,4,2207,101127,201961,201572,201152,101107,201587,202689,2744,202391
545,4,2207,101127,201961,201572,201152,101107,201587,202689,203469,202391
550,4,2207,101127,201961,203900,201152,101107,201587,202689,203469,202391
551,4,2207,101127,201961,203900,201152,101107,201587,202689,201150,202391
559,4,2207,101127,1626178,203900,201152,101107,201587,202689,203469,202391
560,4,2207,101127,1626178,203900,201152,101107,201587,202689,201150,202391
565,4,2207,101127,1626178,201572,201152,101107,201587,202689,203469,202391
577,4,203900,101127,201961,201572,201152,101107,201587,202689,203469,202391
578,4,203900,101127,201961,203080,201152,101107,201587,202689,203469,202391
