EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,202329,203943,203486,203468,203081,200782,202720,203458,202688,202339
79,1,202329,203943,203486,203459,203081,200782,202720,203458,202688,202339
81,1,202329,203943,203486,203459,203081,200782,203141,203458,202688,202339
82,1,202329,203943,203486,203459,203081,200782,203141,203458,1626164,202339
90,1,202329,203943,203486,203459,203081,203933,203141,203458,1626164,202339
92,1,203086,203943,203486,203459,203081,203933,203141,203458,1626164,202339
93,1,203086,201945,203486,203459,203081,203933,203141,203458,1626164,202339
94,1,203086,201945,202334,203459,203081,203933,203141,203458,1626164,202339
110,1,203086,201945,202334,203459,203081,203933,203141,203928,1626164,202339
126,2,203468,203459,203086,201945,202334,202688,203141,1626164,203933,203928
168,2,203468,203459,203086,201945,202334,202688,101179,1626164,203933,203928
169,2,203468,203459,203086,201945,202334,202688,101179,203458,203933,203928
170,2,203468,203459,203086,201945,202334,202688,101179,203458,203933,202720
176,2,203468,203090,203086,201945,202334,202688,101179,203458,203933,202720
189,2,203468,203090,203086,201945,202334,202688,101179,203458,202339,202720
190,2,203081,203090,203086,201945,202334,202688,101179,203458,202339,202720
191,2,203081,203090,203086,201945,202329,202688,101179,203458,202339,202720
192,2,203081,203090,203486,201945,202329,202688,101179,203458,202339,202720
229,2,203081,203090,203486,203459,202329,202688,101179,203458,202339,202720
230,2,203081,203090,203486,203459,202329,202688,101179,203458,202339,1626164
231,2,203081,203090,203486,203459,202329,203141,101179,203458,202339,1626164
245,2,203081,203468,203486,203459,202329,203141,101179,203458,202339,1626164
260,3,202329,203943,203486,203468,203081,200782,202720,203458,202688,202339
292,3,202329,203943,203486,203468,203081,200782,202720,203458,101179,202339
313,3,202329,203943,203486,203468,203081,200782,202720,203141,101179,202339
314,3,201945,203943,203486,203468,203081,200782,202720,203141,101179,202339
315,3,201945,203943,203486,203459,203081,200782,202720,203141,101179,202339
324,3,201945,203086,203486,203459,203081,200782,202720,203141,101179,202339
325,3,201945,203086,202334,203459,203081,200782,202720,203141,101179,202339
353,3,201945,203086,202334,203459,203081,1626164,202720,203141,101179,202339
354,3,201945,203086,202334,203459,203081,1626164,203928,203141,101179,202339
384,4,203468,203459,203086,201945,202334,202688,203141,1626164,203928,101179
400,4,203468,203459,203086,201945,202334,202688,203141,1626164,202720,101179
403,4,203468,203459,203086,201945,202334,202688,203141,1626164,202720,203933
417,4,203468,203459,202329,201945,202334,202688,203141,1626164,202720,203933
426,4,203468,203459,202329,201945,202334,202688,203458,1626164,202720,203933
446,4,203468,203459,202329,203081,202334,202688,203458,1626164,202720,203933
447,4,203468,203459,202329,203081,202334,202688,203458,1626164,202339,203933
448,4,203468,203459,202329,203081,202334,202688,203458,200782,202339,203933
461,4,203468,203459,202329,203081,202334,202688,101179,200782,202339,203933
462,4,203468,203459,202329,203081,202334,202720,101179,200782,202339,203933
463,4,203468,203459,202329,203081,202334,202720,101179,200782,202339,203141
464,4,203468,203459,202329,203081,203486,202720,101179,200782,202339,203141
473,4,203468,203459,202329,203081,203486,1626164,101179,200782,202339,203141
481,4,203468,203459,202329,203081,203486,1626164,101179,202688,202339,203141
