EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,201142,201586,203500,203079,201566,200782,202693,2199,1626164,203462
48,1,201142,201586,203500,203079,201566,200782,202693,203458,1626164,203462
53,1,201142,201586,202683,203079,201566,200782,202693,203458,1626164,203462
85,1,201142,201586,202683,203079,1626166,200782,202693,203458,1626164,203462
86,1,201142,201586,202683,203079,1626166,200782,202693,203458,1626164,203895
111,1,201142,201586,202683,2555,1626166,200782,202693,203458,1626164,203895
112,1,201142,202713,202683,2555,1626166,200782,202693,203458,1626164,203895
122,2,202683,1626166,2555,202713,201627,200782,203462,203458,201603,203141
139,2,203500,1626166,2555,202713,201627,200782,203462,203458,201603,203141
147,2,203500,1626166,201566,202713,201627,200782,203462,203458,201603,203141
148,2,203500,1626166,201566,202713,203079,200782,203462,203458,201603,203141
161,2,203500,1626166,201566,201142,203079,200782,203462,203458,201603,203141
168,2,201586,1626166,201566,201142,203079,200782,203462,203458,201603,203141
196,2,201586,1626166,201566,201142,203079,200782,203462,1626164,201603,203141
197,2,201586,1626166,201566,201142,203079,200782,203462,1626164,2199,203141
198,2,201586,1626166,201566,201142,203079,200782,203462,1626164,2199,202693
199,2,201586,202713,201566,201142,203079,200782,203462,1626164,2199,202693
213,2,201586,202683,201566,201142,203079,200782,203462,1626164,2199,202693
229,2,201586,202683,201566,201142,203079,200782,201603,1626164,2199,202693
242,2,201627,202683,201566,201142,203079,200782,201603,1626164,2199,202693
247,3,201142,201586,203500,203079,201566,200782,202693,2199,1626164,203462
257,3,201142,202713,203500,203079,201566,200782,202693,2199,1626164,203462
282,3,201142,202683,203500,203079,201566,200782,202693,2199,1626164,203462
329,3,201142,202683,203500,203079,201566,200782,202693,203458,1626164,203462
341,3,201142,202683,203500,203079,201566,200782,203141,203458,1626164,203462
355,3,201142,202683,202713,203079,201566,200782,203141,203458,1626164,203462
366,3,201142,202683,202713,203079,1626166,200782,203141,203458,1626164,203462
367,3,201142,202683,202713,203079,1626166,200782,203141,203458,1626164,201603
406,4,201142,203079,202683,1626166,202713,200782,203462,203458,201603,203141
431,4,201586,203079,202683,1626166,202713,200782,203462,203458,201603,203141
436,4,201586,201566,202683,1626166,202713,200782,203462,203458,201603,203141
439,4,201586,201566,202683,1626166,202713,200782,203462,202693,201603,203141
440,4,201586,201566,202683,1626166,202713,200782,203462,202693,2199,203141
441,4,201586,201566,202683,1626166,202713,200782,203462,202693,2199,1626164
442,4,201586,201566,203500,1626166,202713,200782,203462,202693,2199,1626164
465,4,201586,201566,203500,1626166,202713,200782,203462,202693,2199,201603
477,4,201586,201566,203500,1626166,201142,200782,203462,202693,2199,201603
478,4,201586,201566,203500,203079,201142,200782,203462,202693,2199,201603
514,4,201586,201566,203500,203079,201142,200782,203462,202693,2199,203141
530,4,201586,201566,202683,203079,201142,200782,203462,202693,2199,203141
559,4,201586,201566,202683,203079,201142,201603,203462,202693,2199,203141
574,4,201586,1626166,202683,203079,201142,201603,203462,202693,2199,203141
575,4,201586,1626166,202683,203079,202713,201603,203462,202693,2199,203141
576,4,200779,1626166,202683,203079,202713,201603,203462,202693,2199,203141
